Sede,Invoice No,Date,Line,Product Code,Invoice Quantity,Unit Cost,Net Unit Price,Price List,Price Limit,Price Std,Category Name,Total
PAL,PAL1083,19/01/2025,40,PIN-678,4,35.03,47.53,52.28,45.15,47.53,Pinturas,190.12
PAL,PAL1084,28/12/2025,10,CEM-444,5,15.46,24.91,27.4,23.66,24.91,Cemento,124.55
PAL,PAL1084,28/12/2025,20,CEM-518,2,6.68,11.57,12.73,10.99,11.57,Cemento,23.14
PAL,PAL1085,16/08/2025,10,TUB-748,1,18.91,26.81,29.49,25.47,26.81,Tuberías,26.81
PAL,PAL1086,14/03/2025,10,CEM-279,4,30.63,54.44,59.88,51.72,54.44,Cemento,217.76
PAL,PAL1086,14/03/2025,20,CEM-411,1,35.9,66.28,72.91,62.97,66.28,Cemento,66.28
PAL,PAL1087,04/11/2025,10,CEM-523,2,36.43,56.06,61.67,53.26,56.06,Cemento,112.12
PAL,PAL1087,04/11/2025,20,CEM-895,3,25.16,34.53,37.98,32.8,34.53,Cemento,103.59
PAL,PAL1087,04/11/2025,30,ELÉ-295,3,10.73,18.14,19.95,17.23,18.14,Eléctrico,54.42
PAL,PAL1088,19/02/2025,10,ACA-974,4,9.99,17.52,19.27,16.64,17.52,Acabados,70.08
PAL,PAL1088,19/02/2025,20,SEG-335,5,17.2,29.37,32.31,27.9,29.37,Seguridad,146.85
PAL,PAL1089,09/03/2026,10,CEM-874,2,37.0,49.19,54.11,46.73,49.19,Cemento,98.38
PAL,PAL1089,09/03/2026,20,ELÉ-985,2,27.71,40.9,44.99,38.85,40.9,Eléctrico,81.8
PAL,PAL1089,09/03/2026,30,PLY-103,5,35.93,51.15,56.27,48.59,51.15,Plywood,255.75
PAL,PAL1089,09/03/2026,40,CEM-901,5,14.35,23.43,25.77,22.26,23.43,Cemento,117.15
PAL,PAL1090,06/06/2026,10,PIN-294,1,13.38,17.71,19.48,16.82,17.71,Pinturas,17.71
PAL,PAL1091,21/08/2025,10,PLY-279,2,6.17,11.11,12.22,10.55,11.11,Plywood,22.22
PAL,PAL1091,21/08/2025,20,ELÉ-963,2,25.84,46.1,50.71,43.8,46.1,Eléctrico,92.2
PAL,PAL1092,23/02/2025,10,PLY-795,1,16.2,27.05,29.76,25.7,27.05,Plywood,27.05
PAL,PAL1092,23/02/2025,20,CEM-443,1,38.25,69.29,76.22,65.83,69.29,Cemento,69.29
PAL,PAL1093,07/09/2025,10,PLY-765,2,39.12,61.37,67.51,58.3,61.37,Plywood,122.74
PAL,PAL1094,11/03/2026,10,ACE-748,4,27.13,41.39,45.53,39.32,41.39,Acero,165.56
PAL,PAL1094,11/03/2026,20,PIN-274,4,20.45,37.5,41.25,35.62,37.5,Pinturas,150.0
PAL,PAL1095,27/09/2025,10,PIN-603,4,27.96,41.72,45.89,39.63,41.72,Pinturas,166.88
PAL,PAL1096,15/06/2025,10,FER-628,4,17.73,27.11,29.82,25.75,27.11,Ferretería,108.44
PAL,PAL1096,15/06/2025,20,ELÉ-664,2,34.28,55.94,61.53,53.14,55.94,Eléctrico,111.88
PAL,PAL1096,15/06/2025,30,CEM-100,4,12.04,22.68,24.95,21.55,22.68,Cemento,90.72
PAL,PAL1096,15/06/2025,40,PLY-552,1,20.57,34.39,37.83,32.67,34.39,Plywood,34.39
PAL,PAL1097,25/04/2026,10,ACE-486,3,38.74,54.22,59.64,51.51,54.22,Acero,162.66
PAL,PAL1097,25/04/2026,20,PLY-815,4,34.57,58.48,64.33,55.56,58.48,Plywood,233.92
PAL,PAL1098,04/03/2025,10,PLY-705,5,26.97,46.91,51.6,44.56,46.91,Plywood,234.55
PAL,PAL1098,04/03/2025,20,PIN-287,5,11.12,17.85,19.64,16.96,17.85,Pinturas,89.25
PAL,PAL1098,04/03/2025,30,CEM-116,1,37.27,67.59,74.35,64.21,67.59,Cemento,67.59
PAL,PAL1098,04/03/2025,40,CEM-809,1,14.86,23.27,25.6,22.11,23.27,Cemento,23.27
PAL,PAL1099,23/03/2026,10,PLY-613,3,14.29,19.8,21.78,18.81,19.8,Plywood,59.4
PAL,PAL1100,20/03/2025,10,ACA-302,1,25.38,41.52,45.67,39.44,41.52,Acabados,41.52
PAL,PAL1100,20/03/2025,20,CEM-174,4,29.46,52.53,57.78,49.9,52.53,Cemento,210.12
PAL,PAL1100,20/03/2025,30,PLY-360,5,31.12,42.03,46.23,39.93,42.03,Plywood,210.15
PAL,PAL1101,16/10/2025,10,FER-314,3,10.48,18.98,20.88,18.03,18.98,Ferretería,56.94
PAL,PAL1101,16/10/2025,20,ELÉ-973,2,12.01,18.58,20.44,17.65,18.58,Eléctrico,37.16
PAL,PAL1102,11/01/2025,10,HER-434,5,12.57,17.0,18.7,16.15,17.0,Herramientas,85.0
PAL,PAL1102,11/01/2025,20,TUB-546,3,14.52,23.89,26.28,22.7,23.89,Tuberías,71.67
PAL,PAL1102,11/01/2025,30,PLY-619,3,31.39,58.42,64.26,55.5,58.42,Plywood,175.26
PAL,PAL1103,10/10/2025,10,TUB-131,5,9.54,18.05,19.86,17.15,18.05,Tuberías,90.25
PAL,PAL1104,18/02/2025,10,FER-684,4,11.62,18.14,19.95,17.23,18.14,Ferretería,72.56
PAL,PAL1105,21/01/2025,10,HER-681,5,26.14,36.95,40.65,35.1,36.95,Herramientas,184.75
PAL,PAL1106,26/02/2026,10,ELÉ-375,1,34.64,55.57,61.13,52.79,55.57,Eléctrico,55.57
PAL,PAL1106,26/02/2026,20,ELÉ-889,4,32.85,50.5,55.55,47.97,50.5,Eléctrico,202.0
PAL,PAL1106,26/02/2026,30,PLY-764,2,18.23,31.0,34.1,29.45,31.0,Plywood,62.0
PAL,PAL1107,02/07/2025,10,TUB-330,3,16.43,30.3,33.33,28.79,30.3,Tuberías,90.9
PAL,PAL1107,02/07/2025,20,PLY-558,1,14.09,21.37,23.51,20.3,21.37,Plywood,21.37
PAL,PAL1108,15/08/2025,10,PLY-814,4,27.96,48.48,53.33,46.06,48.48,Plywood,193.92
PAL,PAL1108,15/08/2025,20,PLY-398,1,15.09,26.84,29.52,25.5,26.84,Plywood,26.84
PAL,PAL1108,15/08/2025,30,PLY-366,5,21.15,34.32,37.75,32.6,34.32,Plywood,171.6
PAL,PAL1108,15/08/2025,40,CEM-416,3,12.0,21.39,23.53,20.32,21.39,Cemento,64.17
PAL,PAL1109,18/06/2025,10,PIN-336,2,36.67,61.7,67.87,58.62,61.7,Pinturas,123.4
PAL,PAL1109,18/06/2025,20,PIN-665,5,36.27,68.58,75.44,65.15,68.58,Pinturas,342.9
PAL,PAL1109,18/06/2025,30,CEM-174,3,15.33,24.16,26.58,22.95,24.16,Cemento,72.48
PAL,PAL1109,18/06/2025,40,ELÉ-632,2,26.61,45.8,50.38,43.51,45.8,Eléctrico,91.6
PAL,PAL1110,26/01/2026,10,PLY-612,4,10.1,13.6,14.96,12.92,13.6,Plywood,54.4
PAL,PAL1110,26/01/2026,20,ELÉ-451,5,8.64,12.92,14.21,12.27,12.92,Eléctrico,64.6
PAL,PAL1111,30/06/2025,10,PLY-586,2,13.83,21.81,23.99,20.72,21.81,Plywood,43.62
PAL,PAL1112,21/09/2025,10,CEM-501,3,39.63,69.87,76.86,66.38,69.87,Cemento,209.61
PAL,PAL1113,17/02/2025,10,PLY-890,3,38.02,59.69,65.66,56.71,59.69,Plywood,179.07
PAL,PAL1113,17/02/2025,20,PLY-234,5,38.34,53.35,58.69,50.68,53.35,Plywood,266.75
PAL,PAL1114,12/06/2026,10,TUB-979,2,36.54,64.26,70.69,61.05,64.26,Tuberías,128.52
PAL,PAL1115,27/07/2025,10,TUB-971,4,6.08,8.01,8.81,7.61,8.01,Tuberías,32.04
PAL,PAL1115,27/07/2025,20,PLY-631,5,8.21,11.66,12.83,11.08,11.66,Plywood,58.3
PAL,PAL1115,27/07/2025,30,TUB-243,1,32.95,56.86,62.55,54.02,56.86,Tuberías,56.86
PAL,PAL1115,27/07/2025,40,ACE-642,2,22.5,38.62,42.48,36.69,38.62,Acero,77.24
PAL,PAL1116,26/03/2025,10,ELÉ-566,1,24.23,40.11,44.12,38.1,40.11,Eléctrico,40.11
PAL,PAL1116,26/03/2025,20,PLY-333,3,27.72,48.38,53.22,45.96,48.38,Plywood,145.14
PAL,PAL1117,17/01/2026,10,PIN-119,3,38.83,72.31,79.54,68.69,72.31,Pinturas,216.93
PAL,PAL1117,17/01/2026,20,CEM-900,4,23.98,36.63,40.29,34.8,36.63,Cemento,146.52
PAL,PAL1117,17/01/2026,30,PIN-129,3,19.91,36.78,40.46,34.94,36.78,Pinturas,110.34
PAL,PAL1117,17/01/2026,40,TUB-422,4,17.96,30.53,33.58,29.0,30.53,Tuberías,122.12
PAL,PAL1118,14/05/2025,10,CEM-551,5,14.45,19.14,21.05,18.18,19.14,Cemento,95.7
PAL,PAL1119,15/03/2025,10,PIN-452,5,24.14,39.79,43.77,37.8,39.79,Pinturas,198.95
PAL,PAL1119,15/03/2025,20,TUB-481,3,28.15,36.84,40.52,35.0,36.84,Tuberías,110.52
PAL,PAL1119,15/03/2025,30,TUB-497,5,7.5,12.8,14.08,12.16,12.8,Tuberías,64.0
PAL,PAL1119,15/03/2025,40,PIN-938,3,10.54,15.78,17.36,14.99,15.78,Pinturas,47.34
PAL,PAL1120,31/03/2025,10,ACA-781,1,29.8,44.7,49.17,42.47,44.7,Acabados,44.7
PAL,PAL1120,31/03/2025,20,TUB-535,3,28.53,37.99,41.79,36.09,37.99,Tuberías,113.97
PAL,PAL1120,31/03/2025,30,CEM-585,5,22.77,41.95,46.15,39.85,41.95,Cemento,209.75
PAL,PAL1120,31/03/2025,40,PLY-595,3,9.99,14.22,15.64,13.51,14.22,Plywood,42.66
PAL,PAL1121,07/10/2025,10,PLY-902,4,33.37,48.91,53.8,46.46,48.91,Plywood,195.64
PAL,PAL1121,07/10/2025,20,FER-825,5,18.6,29.86,32.85,28.37,29.86,Ferretería,149.3
PAL,PAL1121,07/10/2025,30,ACA-866,2,14.67,25.01,27.51,23.76,25.01,Acabados,50.02
PAL,PAL1121,07/10/2025,40,TUB-138,5,26.67,45.85,50.44,43.56,45.85,Tuberías,229.25
PAL,PAL1122,17/06/2025,10,PLY-793,1,14.37,25.59,28.15,24.31,25.59,Plywood,25.59
PAL,PAL1123,09/07/2025,10,CEM-846,2,37.18,53.66,59.03,50.98,53.66,Cemento,107.32
PAL,PAL1123,09/07/2025,20,PLY-860,4,35.91,58.27,64.1,55.36,58.27,Plywood,233.08
PAL,PAL1124,11/11/2025,10,ACE-830,3,26.25,48.39,53.23,45.97,48.39,Acero,145.17
PAL,PAL1124,11/11/2025,20,PLY-309,3,25.08,46.52,51.17,44.19,46.52,Plywood,139.56
PAL,PAL1124,11/11/2025,30,CEM-394,2,9.06,15.03,16.53,14.28,15.03,Cemento,30.06
PAL,PAL1125,29/08/2025,10,ELÉ-157,2,36.81,58.98,64.88,56.03,58.98,Eléctrico,117.96
PAL,PAL1125,29/08/2025,20,TUB-533,3,17.23,24.71,27.18,23.47,24.71,Tuberías,74.13
PAL,PAL1126,23/05/2026,10,PLY-285,5,33.48,60.85,66.94,57.81,60.85,Plywood,304.25
PAL,PAL1126,23/05/2026,20,PLY-749,3,8.2,13.54,14.89,12.86,13.54,Plywood,40.62
PAL,PAL1127,20/10/2025,10,CEM-487,4,24.57,43.12,47.43,40.96,43.12,Cemento,172.48
PAL,PAL1127,20/10/2025,20,HER-325,4,31.47,46.69,51.36,44.36,46.69,Herramientas,186.76
PAL,PAL1127,20/10/2025,30,CEM-529,1,13.15,18.05,19.86,17.15,18.05,Cemento,18.05
PAL,PAL1128,10/08/2025,10,PIN-669,1,11.7,15.32,16.85,14.55,15.32,Pinturas,15.32
PAL,PAL1128,10/08/2025,20,CEM-190,2,38.29,51.98,57.18,49.38,51.98,Cemento,103.96
PAL,PAL1129,11/02/2025,10,CEM-707,1,31.27,52.65,57.92,50.02,52.65,Cemento,52.65
PAL,PAL1129,11/02/2025,20,PLY-969,2,28.49,41.0,45.1,38.95,41.0,Plywood,82.0
PAL,PAL1129,11/02/2025,30,CEM-947,2,36.43,58.9,64.79,55.95,58.9,Cemento,117.8
PAL,PAL1130,21/04/2026,10,PLY-861,1,12.22,17.28,19.01,16.42,17.28,Plywood,17.28
PAL,PAL1130,21/04/2026,20,CEM-531,4,16.67,25.56,28.12,24.28,25.56,Cemento,102.24
PAL,PAL1131,08/01/2026,10,PLY-691,1,30.41,46.22,50.84,43.91,46.22,Plywood,46.22
PAL,PAL1131,08/01/2026,20,PLY-418,4,9.23,12.35,13.59,11.73,12.35,Plywood,49.4
PAL,PAL1131,08/01/2026,30,PLY-327,2,24.11,42.61,46.87,40.48,42.61,Plywood,85.22
PAL,PAL1132,26/01/2026,10,CEM-195,5,18.35,29.51,32.46,28.03,29.51,Cemento,147.55
PAL,PAL1132,26/01/2026,20,TUB-174,1,24.97,44.89,49.38,42.65,44.89,Tuberías,44.89
PAL,PAL1132,26/01/2026,30,ACA-253,3,21.23,35.47,39.02,33.7,35.47,Acabados,106.41
PAL,PAL1133,01/02/2025,10,CEM-413,1,13.66,21.52,23.67,20.44,21.52,Cemento,21.52
PAL,PAL1133,01/02/2025,20,TUB-529,2,27.64,45.5,50.05,43.23,45.5,Tuberías,91.0
PAL,PAL1134,11/03/2026,10,PLY-442,5,35.03,61.5,67.65,58.42,61.5,Plywood,307.5
PAL,PAL1134,11/03/2026,20,PLY-941,1,21.57,29.05,31.96,27.6,29.05,Plywood,29.05
PAL,PAL1135,21/06/2025,10,CEM-549,5,14.05,19.48,21.43,18.51,19.48,Cemento,97.4
PAL,PAL1135,21/06/2025,20,PIN-605,4,11.08,19.22,21.14,18.26,19.22,Pinturas,76.88
PAL,PAL1135,21/06/2025,30,CEM-142,1,39.08,69.73,76.7,66.24,69.73,Cemento,69.73
PAL,PAL1136,31/08/2025,10,ACE-155,3,25.48,34.44,37.88,32.72,34.44,Acero,103.32
PAL,PAL1136,31/08/2025,20,PLY-843,1,23.14,37.59,41.35,35.71,37.59,Plywood,37.59
PAL,PAL1136,31/08/2025,30,CEM-543,3,18.4,33.23,36.55,31.57,33.23,Cemento,99.69
PAL,PAL1136,31/08/2025,40,HER-342,2,25.12,40.61,44.67,38.58,40.61,Herramientas,81.22
PAL,PAL1137,11/05/2026,10,ACE-137,3,39.03,57.06,62.77,54.21,57.06,Acero,171.18
PAL,PAL1137,11/05/2026,20,ACA-849,3,28.64,50.58,55.64,48.05,50.58,Acabados,151.74
PAL,PAL1137,11/05/2026,30,TUB-287,4,38.27,57.66,63.43,54.78,57.66,Tuberías,230.64
PAL,PAL1137,11/05/2026,40,TUB-479,3,7.06,11.64,12.8,11.06,11.64,Tuberías,34.92
PAL,PAL1138,17/07/2025,10,CEM-963,5,20.47,27.22,29.94,25.86,27.22,Cemento,136.1
PAL,PAL1138,17/07/2025,20,FER-874,2,12.11,21.09,23.2,20.04,21.09,Ferretería,42.18
PAL,PAL1139,28/02/2025,10,CEM-514,2,36.38,51.2,56.32,48.64,51.2,Cemento,102.4
PAL,PAL1140,03/10/2025,10,HER-206,4,18.16,32.79,36.07,31.15,32.79,Herramientas,131.16
PAL,PAL1141,10/11/2025,10,ACE-520,4,35.72,58.59,64.45,55.66,58.59,Acero,234.36
PAL,PAL1142,12/07/2025,10,FER-997,5,37.63,63.63,69.99,60.45,63.63,Ferretería,318.15
PAL,PAL1143,11/04/2025,10,PLY-485,2,31.25,49.55,54.51,47.07,49.55,Plywood,99.1
PAL,PAL1143,11/04/2025,20,PLY-584,3,32.06,44.97,49.47,42.72,44.97,Plywood,134.91
PAL,PAL1144,30/05/2025,10,ACE-269,2,36.01,66.66,73.33,63.33,66.66,Acero,133.32
PAL,PAL1144,30/05/2025,20,PLY-996,3,29.48,39.57,43.53,37.59,39.57,Plywood,118.71
PAL,PAL1144,30/05/2025,30,HER-203,4,11.68,15.84,17.42,15.05,15.84,Herramientas,63.36
PAL,PAL1145,03/03/2026,10,CEM-181,3,18.83,35.63,39.19,33.85,35.63,Cemento,106.89
PAL,PAL1145,03/03/2026,20,PIN-802,4,19.38,30.7,33.77,29.16,30.7,Pinturas,122.8
PAL,PAL1146,28/02/2026,10,ACE-407,5,14.21,22.4,24.64,21.28,22.4,Acero,112.0
PAL,PAL1147,02/12/2025,10,PLY-771,5,17.06,27.34,30.07,25.97,27.34,Plywood,136.7
PAL,PAL1147,02/12/2025,20,HER-749,4,24.44,41.62,45.78,39.54,41.62,Herramientas,166.48
PAL,PAL1147,02/12/2025,30,TUB-800,2,26.97,40.13,44.14,38.12,40.13,Tuberías,80.26
PAL,PAL1148,06/12/2025,10,PIN-852,4,19.41,28.27,31.1,26.86,28.27,Pinturas,113.08
PAL,PAL1148,06/12/2025,20,TUB-513,1,12.22,21.04,23.14,19.99,21.04,Tuberías,21.04
PAL,PAL1148,06/12/2025,30,PLY-793,1,31.77,46.05,50.66,43.75,46.05,Plywood,46.05
PAL,PAL1148,06/12/2025,40,TUB-352,5,37.58,67.23,73.95,63.87,67.23,Tuberías,336.15
PAL,PAL1149,02/05/2026,10,PLY-618,4,34.67,65.48,72.03,62.21,65.48,Plywood,261.92
PAL,PAL1149,02/05/2026,20,PLY-304,4,24.54,36.26,39.89,34.45,36.26,Plywood,145.04
PAL,PAL1149,02/05/2026,30,PLY-990,3,30.38,40.89,44.98,38.85,40.89,Plywood,122.67
PAL,PAL1149,02/05/2026,40,TUB-566,5,23.81,31.86,35.05,30.27,31.86,Tuberías,159.3
PAL,PAL1150,29/03/2026,10,PIN-657,4,32.36,55.45,61.0,52.68,55.45,Pinturas,221.8
PAL,PAL1151,21/03/2025,10,PLY-240,3,25.44,46.87,51.56,44.53,46.87,Plywood,140.61
PAL,PAL1152,23/10/2025,10,TUB-791,2,29.16,44.8,49.28,42.56,44.8,Tuberías,89.6
PAL,PAL1152,23/10/2025,20,PLY-141,5,16.39,29.87,32.86,28.38,29.87,Plywood,149.35
PAL,PAL1153,07/09/2025,10,CEM-324,2,37.82,68.88,75.77,65.44,68.88,Cemento,137.76
PAL,PAL1153,07/09/2025,20,CEM-170,3,16.64,29.1,32.01,27.64,29.1,Cemento,87.3
PAL,PAL1154,12/04/2025,10,CEM-178,5,39.76,59.89,65.88,56.9,59.89,Cemento,299.45
PAL,PAL1155,18/04/2026,10,PLY-738,4,37.92,54.31,59.74,51.59,54.31,Plywood,217.24
PAL,PAL1156,27/06/2025,10,ACA-653,4,29.07,46.86,51.55,44.52,46.86,Acabados,187.44
PAL,PAL1156,27/06/2025,20,PLY-877,2,15.91,29.12,32.03,27.66,29.12,Plywood,58.24
PAL,PAL1156,27/06/2025,30,TUB-356,2,9.03,11.74,12.91,11.15,11.74,Tuberías,23.48
PAL,PAL1156,27/06/2025,40,PLY-351,5,36.26,58.35,64.19,55.43,58.35,Plywood,291.75
PAL,PAL1157,29/10/2025,10,FER-251,2,35.44,55.08,60.59,52.33,55.08,Ferretería,110.16
PAL,PAL1158,05/06/2025,10,PIN-374,3,15.97,22.73,25.0,21.59,22.73,Pinturas,68.19
PAL,PAL1158,05/06/2025,20,PLY-342,1,34.32,52.86,58.15,50.22,52.86,Plywood,52.86
PAL,PAL1159,10/06/2025,10,ACE-941,3,25.16,38.1,41.91,36.2,38.1,Acero,114.3
PAL,PAL1159,10/06/2025,20,CEM-183,5,18.15,34.17,37.59,32.46,34.17,Cemento,170.85
PAL,PAL1159,10/06/2025,30,FER-117,1,18.36,34.18,37.6,32.47,34.18,Ferretería,34.18
PAL,PAL1159,10/06/2025,40,PLY-729,2,31.22,44.21,48.63,42.0,44.21,Plywood,88.42
PAL,PAL1160,17/05/2025,10,HER-800,3,13.95,26.05,28.66,24.75,26.05,Herramientas,78.15
PAL,PAL1161,19/03/2025,10,PLY-987,4,36.97,49.38,54.32,46.91,49.38,Plywood,197.52
PAL,PAL1161,19/03/2025,20,HER-853,5,9.85,16.83,18.51,15.99,16.83,Herramientas,84.15
PAL,PAL1161,19/03/2025,30,PIN-189,4,22.26,30.05,33.06,28.55,30.05,Pinturas,120.2
PAL,PAL1161,19/03/2025,40,CEM-771,2,21.82,30.72,33.79,29.18,30.72,Cemento,61.44
PAL,PAL1162,18/06/2026,10,PLY-670,5,36.15,60.54,66.59,57.51,60.54,Plywood,302.7
PAL,PAL1163,22/05/2026,10,PLY-279,1,34.13,55.53,61.08,52.75,55.53,Plywood,55.53
PAL,PAL1164,26/02/2025,10,PLY-284,5,20.48,30.02,33.02,28.52,30.02,Plywood,150.1
PAL,PAL1165,02/01/2025,10,CEM-100,3,36.05,50.77,55.85,48.23,50.77,Cemento,152.31
PAL,PAL1165,02/01/2025,20,CEM-338,1,35.71,49.58,54.54,47.1,49.58,Cemento,49.58
PAL,PAL1166,28/02/2025,10,CEM-782,3,36.09,55.95,61.55,53.15,55.95,Cemento,167.85
PAL,PAL1166,28/02/2025,20,PLY-236,1,14.88,24.96,27.46,23.71,24.96,Plywood,24.96
PAL,PAL1166,28/02/2025,30,TUB-867,1,22.85,32.44,35.68,30.82,32.44,Tuberías,32.44
PAL,PAL1167,26/09/2025,10,PLY-439,5,9.86,13.87,15.26,13.18,13.87,Plywood,69.35
PAL,PAL1167,26/09/2025,20,PLY-541,1,12.03,19.65,21.61,18.67,19.65,Plywood,19.65
PAL,PAL1168,26/06/2026,10,PIN-178,1,11.58,16.11,17.72,15.3,16.11,Pinturas,16.11
PAL,PAL1169,14/05/2026,10,PLY-561,1,27.15,35.45,39.0,33.68,35.45,Plywood,35.45
PAL,PAL1170,30/11/2025,10,TUB-893,1,36.49,60.85,66.94,57.81,60.85,Tuberías,60.85
PAL,PAL1170,30/11/2025,20,PLY-205,5,30.51,40.54,44.59,38.51,40.54,Plywood,202.7
PAL,PAL1170,30/11/2025,30,PIN-401,1,39.56,64.2,70.62,60.99,64.2,Pinturas,64.2
PAL,PAL1170,30/11/2025,40,PLY-302,3,25.7,41.85,46.04,39.76,41.85,Plywood,125.55
PAL,PAL1171,13/08/2025,10,FER-596,3,33.74,45.76,50.34,43.47,45.76,Ferretería,137.28
PAL,PAL1171,13/08/2025,20,CEM-660,4,22.96,43.54,47.89,41.36,43.54,Cemento,174.16
PAL,PAL1172,20/05/2026,10,TUB-305,1,23.34,31.42,34.56,29.85,31.42,Tuberías,31.42
PAL,PAL1172,20/05/2026,20,CEM-834,4,29.72,54.16,59.58,51.45,54.16,Cemento,216.64
PAL,PAL1173,06/09/2025,10,ACA-694,3,9.64,13.32,14.65,12.65,13.32,Acabados,39.96
PAL,PAL1174,09/02/2026,10,HER-343,4,16.56,25.28,27.81,24.02,25.28,Herramientas,101.12
PAL,PAL1174,09/02/2026,20,HER-911,4,27.2,37.89,41.68,36.0,37.89,Herramientas,151.56
PAL,PAL1174,09/02/2026,30,CEM-903,3,14.01,18.65,20.52,17.72,18.65,Cemento,55.95
PAL,PAL1175,01/07/2025,10,TUB-713,2,34.07,55.64,61.2,52.86,55.64,Tuberías,111.28
PAL,PAL1175,01/07/2025,20,ELÉ-516,2,10.52,15.63,17.19,14.85,15.63,Eléctrico,31.26
PAL,PAL1176,22/11/2025,10,PLY-869,1,11.78,18.4,20.24,17.48,18.4,Plywood,18.4
PAL,PAL1176,22/11/2025,20,CEM-540,1,12.55,19.5,21.45,18.52,19.5,Cemento,19.5
PAL,PAL1176,22/11/2025,30,TUB-532,1,11.64,17.9,19.69,17.0,17.9,Tuberías,17.9
PAL,PAL1176,22/11/2025,40,CEM-574,4,23.28,31.88,35.07,30.29,31.88,Cemento,127.52
PAL,PAL1177,20/02/2025,10,TUB-968,2,37.57,49.16,54.08,46.7,49.16,Tuberías,98.32
PAL,PAL1177,20/02/2025,20,ELÉ-146,4,20.02,32.71,35.98,31.07,32.71,Eléctrico,130.84
PAL,PAL1177,20/02/2025,30,CEM-581,4,37.6,63.3,69.63,60.13,63.3,Cemento,253.2
PAL,PAL1177,20/02/2025,40,PLY-165,2,37.34,60.95,67.05,57.9,60.95,Plywood,121.9
PAL,PAL1178,22/06/2026,10,PLY-977,1,21.31,28.99,31.89,27.54,28.99,Plywood,28.99
PAL,PAL1179,07/03/2025,10,ACE-971,3,23.78,37.49,41.24,35.62,37.49,Acero,112.47
PAL,PAL1179,07/03/2025,20,CEM-641,3,36.56,60.83,66.91,57.79,60.83,Cemento,182.49
PAL,PAL1179,07/03/2025,30,PIN-521,1,33.3,56.95,62.65,54.1,56.95,Pinturas,56.95
PAL,PAL1180,17/05/2026,10,PIN-217,2,23.53,39.25,43.18,37.29,39.25,Pinturas,78.5
PAL,PAL1180,17/05/2026,20,TUB-502,2,38.22,57.24,62.96,54.38,57.24,Tuberías,114.48
PAL,PAL1180,17/05/2026,30,PIN-484,1,26.79,45.59,50.15,43.31,45.59,Pinturas,45.59
PAL,PAL1180,17/05/2026,40,HER-611,1,27.83,47.55,52.3,45.17,47.55,Herramientas,47.55
PAL,PAL1181,09/10/2025,10,CEM-220,1,9.36,14.83,16.31,14.09,14.83,Cemento,14.83
PAL,PAL1181,09/10/2025,20,ACA-466,4,23.17,33.59,36.95,31.91,33.59,Acabados,134.36
PAL,PAL1181,09/10/2025,30,PLY-651,3,16.03,26.67,29.34,25.34,26.67,Plywood,80.01
PAL,PAL1182,28/04/2025,10,PLY-830,4,7.63,14.14,15.55,13.43,14.14,Plywood,56.56
PAL,PAL1182,28/04/2025,20,PLY-952,3,21.17,31.15,34.27,29.59,31.15,Plywood,93.45
PAL,PAL1182,28/04/2025,30,ELÉ-261,1,12.91,24.39,26.83,23.17,24.39,Eléctrico,24.39
PAL,PAL1182,28/04/2025,40,PLY-128,2,34.05,49.21,54.13,46.75,49.21,Plywood,98.42
PAL,PAL1183,17/02/2026,10,PIN-677,5,19.38,30.5,33.55,28.97,30.5,Pinturas,152.5
PAL,PAL1183,17/02/2026,20,PLY-734,4,24.14,38.61,42.47,36.68,38.61,Plywood,154.44
PAL,PAL1184,22/05/2025,10,PLY-291,2,15.63,21.01,23.11,19.96,21.01,Plywood,42.02
PAL,PAL1184,22/05/2025,20,TUB-841,4,6.48,10.34,11.37,9.82,10.34,Tuberías,41.36
PAL,PAL1185,22/01/2025,10,FER-684,4,11.23,17.62,19.38,16.74,17.62,Ferretería,70.48
PAL,PAL1185,22/01/2025,20,CEM-839,3,9.72,15.84,17.42,15.05,15.84,Cemento,47.52
PAL,PAL1185,22/01/2025,30,CEM-251,2,12.29,16.92,18.61,16.07,16.92,Cemento,33.84
PAL,PAL1186,06/05/2025,10,TUB-567,2,18.62,27.32,30.05,25.95,27.32,Tuberías,54.64
PAL,PAL1186,06/05/2025,20,PLY-497,4,19.35,34.25,37.68,32.54,34.25,Plywood,137.0
PAL,PAL1186,06/05/2025,30,PLY-450,3,31.56,46.73,51.4,44.39,46.73,Plywood,140.19
PAL,PAL1186,06/05/2025,40,PIN-569,5,34.92,66.02,72.62,62.72,66.02,Pinturas,330.1
PAL,PAL1187,15/08/2025,10,PLY-408,1,24.34,38.39,42.23,36.47,38.39,Plywood,38.39
PAL,PAL1187,15/08/2025,20,CEM-123,1,39.63,55.91,61.5,53.11,55.91,Cemento,55.91
PAL,PAL1187,15/08/2025,30,CEM-147,1,6.85,13.0,14.3,12.35,13.0,Cemento,13.0
PAL,PAL1187,15/08/2025,40,CEM-336,4,23.8,38.8,42.68,36.86,38.8,Cemento,155.2
PAL,PAL1188,06/06/2026,10,ACA-161,1,31.36,54.55,60.01,51.82,54.55,Acabados,54.55
PAL,PAL1189,10/11/2025,10,ELÉ-934,3,26.71,48.66,53.53,46.23,48.66,Eléctrico,145.98
PAL,PAL1190,16/01/2025,10,ACE-139,2,34.11,60.92,67.01,57.87,60.92,Acero,121.84
